user_id,date,transaction_type,transaction_amount
user_2,2025-06-01,Investment,10937.08
user_2,2025-07-10,Healthcare,47892.15
user_2,2025-10-16,Fuel,44254.61
user_2,2025-07-01,Fuel,31940.91
user_2,2025-08-28,Insurance,14014.15
user_2,2025-08-09,Fuel,17410.68
user_2,2025-05-15,Insurance,47970.14
user_2,2025-07-18,Fuel,1285.79
user_2,2025-09-21,Groceries,32498.94
user_2,2025-06-30,Salary Credit,30634.94
user_2,2025-08-20,Salary Credit,45121.53
user_2,2025-07-24,Groceries,20951.57
user_2,2025-06-13,Insurance,38242.03
user_2,2025-10-10,Healthcare,4516.86
user_2,2025-05-09,Rent,27163.14
user_2,2025-10-19,Insurance,33776.17
user_2,2025-07-07,Fuel,48615.93
user_2,2025-05-12,Investment,41459.61
user_2,2025-08-31,Fuel,19644.18
user_2,2025-10-07,Salary Credit,6675.81
user_2,2025-07-13,Fuel,46844.27
user_2,2025-07-08,Insurance,963.48
user_2,2025-07-17,Salary Credit,38041.84
user_2,2025-06-29,Fuel,9979.83
user_2,2025-09-20,Utilities,31449.21
user_2,2025-05-09,Dining,12095.77
user_3,2025-11-02,Fuel,2321.4
user_3,2025-07-19,Insurance,45273.13
user_3,2025-10-22,Utilities,10849.77
user_3,2025-09-06,Dining,49221.05
user_3,2025-10-04,Investment,5991.85
user_3,2025-08-13,EMI,28670.56
user_3,2025-08-10,Insurance,8938.62
user_3,2025-09-10,Dining,33162.0
user_3,2025-05-18,Utilities,33772.69
user_3,2025-10-03,Utilities,28474.44
user_3,2025-09-12,Rent,29614.15
user_3,2025-05-11,Rent,6807.83
user_3,2025-09-16,Utilities,42846.21
user_3,2025-10-03,Healthcare,36580.49
user_3,2025-10-22,EMI,9996.65
user_3,2025-07-30,Salary Credit,49601.59
user_3,2025-06-17,Healthcare,30915.6
user_3,2025-08-05,Healthcare,44213.55
user_3,2025-10-10,Salary Credit,46925.57
user_3,2025-09-23,Salary Credit,42766.06
user_3,2025-06-02,Fuel,21911.13
user_3,2025-07-10,Investment,14064.76
user_3,2025-10-14,Healthcare,23596.04
user_3,2025-06-16,Fuel,26104.22
user_3,2025-07-20,Salary Credit,44248.22
user_3,2025-09-06,Dining,2824.75
user_3,2025-07-23,Investment,26854.31
user_3,2025-10-26,Fuel,755.38
user_3,2025-08-11,Dining,17067.94
user_3,2025-09-16,Utilities,40479.81
user_3,2025-09-18,Dining,48915.73
user_3,2025-08-29,Investment,47909.9
user_3,2025-09-28,Dining,10245.4
user_3,2025-09-30,Fuel,15884.89
user_3,2025-10-29,Rent,1879.7
user_4,2025-11-03,Salary Credit,29830.27
user_4,2025-10-24,Fuel,42105.13
user_4,2025-05-23,Dining,5838.11
user_4,2025-06-30,Dining,47960.73
user_4,2025-05-13,Salary Credit,41170.87
user_4,2025-06-21,Healthcare,39808.5
user_4,2025-07-07,Rent,38899.6
user_4,2025-05-20,Utilities,22207.21
user_4,2025-10-19,Rent,31454.76
user_4,2025-09-03,Utilities,6678.91
user_4,2025-08-22,Salary Credit,45877.36
user_4,2025-10-22,Investment,16007.33
user_4,2025-05-18,Rent,39240.99
user_4,2025-06-13,Salary Credit,45996.23
user_4,2025-09-24,Insurance,3212.05
user_4,2025-06-26,Utilities,31496.17
user_4,2025-08-01,Rent,5540.47
user_4,2025-06-24,Salary Credit,28183.27
user_4,2025-07-19,EMI,42571.5
user_4,2025-09-30,Investment,5243.6
user_4,2025-07-05,Investment,12039.04
user_4,2025-10-13,Utilities,39480.0
user_4,2025-06-14,Utilities,1025.02
user_4,2025-05-24,Investment,23478.35
user_4,2025-10-12,Investment,44056.94
user_4,2025-09-30,Utilities,5513.26
user_4,2025-10-30,Salary Credit,22976.8
user_4,2025-08-20,Fuel,29596.76
user_4,2025-05-18,Rent,5583.14
user_4,2025-06-03,Utilities,35808.32
user_4,2025-10-01,Utilities,39576.11
user_4,2025-06-15,Dining,45266.31
user_4,2025-09-17,Groceries,32049.5
user_5,2025-06-21,Fuel,21339.85
user_5,2025-08-29,Utilities,22508.9
user_5,2025-08-05,Dining,7314.8
user_5,2025-06-22,Salary Credit,3494.31
user_5,2025-10-18,EMI,29433.85
user_5,2025-10-05,Healthcare,48007.2
user_5,2025-07-23,Fuel,15903.82
user_5,2025-07-05,Healthcare,38887.04
user_5,2025-05-21,Groceries,23741.43
user_5,2025-05-09,Utilities,17473.57
user_5,2025-10-24,Fuel,48528.42
user_5,2025-08-16,Healthcare,29528.78
user_5,2025-10-11,Groceries,3337.22
user_5,2025-06-02,Healthcare,41049.6
user_5,2025-09-15,Healthcare,43005.76
user_5,2025-09-23,Investment,17518.9
user_5,2025-08-04,Dining,32207.46
user_5,2025-07-26,Dining,39370.56
user_5,2025-06-21,Fuel,9873.1
user_5,2025-10-04,Insurance,34891.69
user_5,2025-06-20,Insurance,30188.23
user_5,2025-10-22,Fuel,42674.43
user_5,2025-10-30,Utilities,48171.71
user_5,2025-10-07,Utilities,15331.76
user_5,2025-05-15,Fuel,8532.86
user_5,2025-05-24,Insurance,43867.22
user_5,2025-10-22,Salary Credit,25048.57
user_5,2025-09-01,Salary Credit,32118.97
user_6,2025-07-08,Insurance,31384.04
user_6,2025-10-17,Dining,24296.94
user_6,2025-08-18,Fuel,40459.93
user_6,2025-09-03,Investment,10663.16
user_6,2025-08-21,Groceries,41391.17
user_6,2025-10-18,Salary Credit,18459.45
user_6,2025-10-20,Rent,18215.39
user_6,2025-09-26,Healthcare,6201.87
user_6,2025-10-29,EMI,22300.2
user_6,2025-06-26,Utilities,45679.08
user_6,2025-05-29,Fuel,2673.29
user_6,2025-11-01,Salary Credit,10356.58
user_6,2025-07-21,EMI,9120.26
user_6,2025-05-08,EMI,36082.42
user_6,2025-08-30,Fuel,42452.94
user_6,2025-05-23,Dining,9337.8
user_6,2025-10-26,Salary Credit,9215.83
user_6,2025-07-23,EMI,45577.12
user_6,2025-07-28,Salary Credit,41656.56
user_6,2025-06-19,Groceries,19256.68
user_6,2025-08-20,Rent,17249.97
user_6,2025-09-27,Dining,15601.08
user_6,2025-05-07,Dining,18797.21
user_6,2025-08-29,Fuel,33214.98
user_6,2025-05-24,Healthcare,48866.54
user_6,2025-07-29,Utilities,44142.36
user_6,2025-09-12,Rent,6365.42
user_7,2025-10-03,Dining,9988.22
user_7,2025-10-30,Investment,34870.52
user_7,2025-09-04,Fuel,30177.68
user_7,2025-09-12,Dining,46090.17
user_7,2025-08-09,Utilities,29572.63
user_7,2025-08-01,Healthcare,15062.05
user_7,2025-10-09,Groceries,16720.19
user_7,2025-07-23,Salary Credit,31658.23
user_7,2025-05-12,EMI,43706.15
user_7,2025-08-06,Healthcare,48435.02
user_7,2025-07-08,Insurance,10857.26
user_7,2025-10-13,Rent,39340.93
user_7,2025-09-11,Utilities,3711.22
user_7,2025-09-29,Healthcare,19711.73
user_7,2025-10-09,Healthcare,19026.17
user_7,2025-07-13,Healthcare,23481.23
user_7,2025-09-17,Fuel,35768.1
user_7,2025-10-24,Healthcare,34878.23
user_7,2025-08-22,Insurance,23951.03
user_7,2025-06-04,Utilities,20346.83
user_7,2025-11-04,Utilities,32661.99
user_7,2025-07-08,Dining,11366.55
user_7,2025-08-12,Dining,22877.96
user_7,2025-09-23,Dining,20097.05
user_8,2025-10-06,Investment,44491.09
user_8,2025-07-03,Utilities,8281.86
user_8,2025-05-12,Fuel,13099.2
user_8,2025-06-01,Rent,7149.35
user_8,2025-10-09,Rent,15104.88
user_8,2025-08-22,Healthcare,17902.96
user_8,2025-10-01,Utilities,2536.57
user_8,2025-08-26,Healthcare,31245.73
user_8,2025-09-26,Investment,22831.98
user_8,2025-07-25,Investment,20743.16
user_8,2025-05-23,Insurance,16192.51
user_8,2025-11-03,Investment,1723.55
user_8,2025-09-27,Insurance,12072.62
user_8,2025-09-18,Rent,18275.1
user_8,2025-10-22,Rent,15078.63
user_8,2025-07-13,Healthcare,25883.15
user_8,2025-10-17,Rent,39400.73
user_8,2025-08-23,Dining,5371.25
user_8,2025-11-02,Rent,18331.73
user_8,2025-10-25,Healthcare,10415.18
user_8,2025-06-09,Dining,33917.81
user_8,2025-06-24,EMI,15484.42
user_8,2025-09-25,EMI,9936.8
user_8,2025-07-26,Utilities,49900.79
user_8,2025-10-16,Healthcare,45662.94
user_8,2025-07-30,Salary Credit,38618.77
user_8,2025-10-04,EMI,41204.29
user_8,2025-05-15,Investment,47317.84
user_8,2025-05-14,Utilities,38011.4
user_9,2025-10-03,Insurance,32877.51
user_9,2025-06-02,Groceries,43340.57
user_9,2025-10-24,Dining,11732.85
user_9,2025-08-21,Dining,23984.69
user_9,2025-07-24,Healthcare,29556.68
user_9,2025-09-12,Healthcare,38002.25
user_9,2025-09-05,Insurance,17362.65
user_9,2025-09-17,Rent,15997.2
user_9,2025-05-06,Dining,21725.25
user_9,2025-05-17,Investment,10874.45
user_9,2025-08-13,Insurance,42720.73
user_9,2025-05-18,Salary Credit,19047.66
user_9,2025-08-31,Utilities,43750.64
user_9,2025-05-06,EMI,47196.02
user_9,2025-09-10,Salary Credit,25240.11
user_9,2025-10-06,Fuel,17321.2
user_9,2025-10-07,Investment,21573.11
user_9,2025-08-27,Investment,38260.66
user_9,2025-06-11,Healthcare,15332.04
user_9,2025-07-24,Utilities,1650.37
user_10,2025-07-04,Groceries,8107.72
user_10,2025-08-24,Fuel,28625.45
user_10,2025-05-26,Utilities,45730.73
user_10,2025-08-31,Utilities,43413.77
user_10,2025-08-20,Investment,10608.13
user_10,2025-11-04,Investment,3653.61
user_10,2025-07-27,Investment,9822.76
user_10,2025-10-22,Rent,16777.65
user_10,2025-09-02,Insurance,32130.66
user_10,2025-08-15,EMI,5115.45
user_10,2025-07-20,Rent,33906.83
user_10,2025-10-05,Groceries,2086.93
user_10,2025-05-08,Utilities,24686.36
user_10,2025-09-08,Groceries,10350.44
user_10,2025-10-14,Investment,14548.97
user_10,2025-10-01,Dining,14909.72
user_10,2025-10-24,Healthcare,3963.98
user_10,2025-06-13,Salary Credit,18748.29
user_10,2025-05-09,Salary Credit,9005.37
user_10,2025-09-24,Investment,19859.71
user_10,2025-10-04,Rent,6892.31
user_11,2025-08-18,Insurance,37285.57
user_11,2025-07-19,Investment,47777.29
user_11,2025-06-08,Dining,6931.65
user_11,2025-11-02,Dining,15832.98
user_11,2025-08-06,Insurance,8359.67
user_11,2025-10-14,Utilities,46988.14
user_11,2025-10-27,Utilities,10547.16
user_11,2025-06-30,Insurance,14134.33
user_11,2025-07-09,Salary Credit,49558.71
user_11,2025-08-21,Insurance,3666.52
user_11,2025-07-12,Investment,30440.01
user_11,2025-10-03,Dining,26529.9
user_11,2025-08-21,Utilities,44022.35
user_11,2025-05-22,Insurance,23403.42
user_11,2025-09-06,Salary Credit,36995.89
user_11,2025-10-24,EMI,32491.81
user_11,2025-09-01,Insurance,17665.7
user_11,2025-06-21,EMI,19858.97
user_11,2025-08-02,Groceries,21045.11
user_11,2025-05-25,Groceries,45048.25
user_11,2025-09-16,Investment,23162.49
user_11,2025-10-25,Groceries,35076.84
user_11,2025-09-15,Rent,19980.79
user_11,2025-09-01,Salary Credit,12364.92
user_11,2025-08-30,Groceries,14051.93
user_11,2025-09-12,Healthcare,14948.53
user_11,2025-08-06,Rent,35053.18
user_11,2025-07-30,Dining,45482.46
user_11,2025-07-02,Investment,49623.29
user_11,2025-05-11,Healthcare,6500.92
user_11,2025-06-24,Fuel,4288.41
user_11,2025-10-08,Rent,25467.54
user_11,2025-06-13,Fuel,20799.76
user_12,2025-09-15,EMI,10764.92
user_12,2025-05-23,Salary Credit,23377.29
user_12,2025-08-22,Rent,32123.9
user_12,2025-08-27,Insurance,19367.2
user_12,2025-05-14,Investment,42860.77
user_12,2025-05-23,Investment,2369.85
user_12,2025-09-19,EMI,6176.79
user_12,2025-09-24,Groceries,16691.96
user_12,2025-09-22,Insurance,24495.58
user_12,2025-05-13,Rent,4586.16
user_12,2025-10-08,Dining,35822.29
user_12,2025-10-04,Insurance,7442.66
user_12,2025-08-19,EMI,42157.35
user_12,2025-05-21,Groceries,42005.54
user_12,2025-07-26,Utilities,5475.5
user_12,2025-08-18,EMI,6645.49
user_12,2025-10-26,Investment,8838.44
user_12,2025-10-18,Salary Credit,34030.47
user_12,2025-05-26,Groceries,22312.57
user_12,2025-05-24,Groceries,11225.29
user_12,2025-10-02,Salary Credit,44688.04
user_12,2025-05-28,Healthcare,11200.24
user_12,2025-05-12,Salary Credit,41906.81
user_12,2025-10-25,Healthcare,32230.1
user_12,2025-07-08,Rent,19835.61
user_13,2025-06-18,Insurance,3094.56
user_13,2025-05-14,Salary Credit,2908.9
user_13,2025-09-11,Investment,38472.15
user_13,2025-09-21,Dining,19044.91
user_13,2025-05-30,Dining,10399.29
user_13,2025-06-17,Salary Credit,21373.3
user_13,2025-11-02,Salary Credit,17187.27
user_13,2025-09-27,Dining,34158.0
user_13,2025-11-02,Rent,11418.11
user_13,2025-07-23,Rent,39947.75
user_13,2025-09-09,Groceries,36338.57
user_13,2025-07-08,Salary Credit,21076.16
user_13,2025-10-08,Rent,40873.4
user_13,2025-09-20,Fuel,28321.68
user_13,2025-08-21,Dining,31421.33
user_13,2025-07-24,Healthcare,20055.66
user_13,2025-09-16,Investment,6479.8
user_13,2025-07-10,Dining,5741.32
user_13,2025-08-22,Fuel,9094.27
user_13,2025-08-24,Investment,32872.64
user_13,2025-08-11,Salary Credit,19764.74
user_13,2025-11-02,Insurance,11394.76
user_13,2025-07-31,EMI,32672.28
user_13,2025-09-03,Fuel,2674.98
user_13,2025-09-03,Dining,20849.29
user_13,2025-05-06,Utilities,25229.01
user_13,2025-09-28,Rent,35770.29
user_13,2025-06-02,Utilities,8987.23
user_13,2025-08-10,Rent,30193.42
user_14,2025-06-09,Investment,34056.08
user_14,2025-10-17,Groceries,16936.3
user_14,2025-08-30,Fuel,48912.07
user_14,2025-10-13,Insurance,3841.92
user_14,2025-10-03,Salary Credit,30622.4
user_14,2025-06-16,Utilities,22721.12
user_14,2025-08-09,Healthcare,32209.3
user_14,2025-05-12,Dining,25419.29
user_14,2025-08-05,Salary Credit,12013.99
user_14,2025-09-17,Utilities,38067.58
user_14,2025-07-15,Rent,15788.01
user_14,2025-08-17,Investment,37983.66
user_14,2025-08-04,Utilities,4429.79
user_14,2025-10-21,Groceries,19038.92
user_14,2025-07-04,EMI,10499.58
user_14,2025-10-09,Investment,10617.07
user_14,2025-10-30,Salary Credit,12284.17
user_14,2025-09-12,Utilities,49433.29
user_14,2025-10-13,Insurance,37093.15
user_14,2025-06-05,Fuel,7146.22
user_14,2025-05-29,Fuel,32358.3
user_14,2025-10-09,Salary Credit,26283.21
user_14,2025-09-07,Investment,32578.3
user_14,2025-06-08,EMI,37652.27
user_14,2025-09-13,Dining,42423.27
user_14,2025-10-24,Fuel,17465.06
user_14,2025-07-14,Dining,27195.93
user_14,2025-09-13,Dining,40171.86
user_14,2025-05-09,Dining,30599.13
user_14,2025-06-30,Investment,26312.86
user_14,2025-10-02,Groceries,22396.86
user_14,2025-07-02,Salary Credit,3698.54
user_14,2025-10-02,Insurance,3964.25
user_14,2025-07-02,Dining,3079.29
user_14,2025-10-18,Groceries,46944.59
user_14,2025-09-24,Groceries,5042.09
user_14,2025-09-29,Utilities,27667.93
user_14,2025-07-25,Dining,12197.35
user_14,2025-08-01,Rent,21598.87
user_14,2025-10-03,Insurance,15917.42
user_15,2025-06-22,Dining,21488.83
user_15,2025-07-24,Utilities,12823.99
user_15,2025-07-23,EMI,29032.88
user_15,2025-07-25,Dining,13957.11
user_15,2025-07-23,Insurance,4460.79
user_15,2025-09-09,Fuel,20213.1
user_15,2025-08-25,Groceries,23800.32
user_15,2025-08-24,Investment,25511.98
user_15,2025-10-15,Investment,38136.06
user_15,2025-10-26,Insurance,1480.65
user_15,2025-10-17,Investment,21656.17
user_15,2025-08-22,Rent,38063.49
user_15,2025-10-09,EMI,29961.58
user_15,2025-10-14,Groceries,27866.18
user_15,2025-09-18,Groceries,13235.94
user_15,2025-06-07,Insurance,15639.44
user_15,2025-05-15,EMI,19069.77
user_15,2025-09-21,Utilities,24301.79
user_15,2025-05-20,Fuel,7264.49
user_15,2025-10-04,Insurance,10187.93
user_15,2025-08-23,Dining,706.94
user_15,2025-08-18,Healthcare,36653.25
user_15,2025-05-16,Fuel,24826.96
user_15,2025-05-12,Investment,47044.11
user_15,2025-11-04,Fuel,19509.85
user_15,2025-10-03,EMI,32231.91
user_16,2025-08-12,Rent,20734.99
user_16,2025-10-25,Salary Credit,49627.39
user_16,2025-06-01,Rent,19548.89
user_16,2025-08-21,Utilities,8536.94
user_16,2025-07-03,Investment,47876.3
user_16,2025-05-13,Fuel,25725.61
user_16,2025-08-05,Insurance,31931.5
user_16,2025-05-27,Fuel,34974.54
user_16,2025-06-18,Investment,46362.68
user_16,2025-11-02,Dining,12496.47
user_16,2025-08-18,Salary Credit,46112.69
user_16,2025-08-02,Fuel,31732.16
user_16,2025-07-09,Salary Credit,35024.84
user_16,2025-07-08,Groceries,13435.87
user_16,2025-07-13,Insurance,47241.13
user_16,2025-09-22,Groceries,13087.26
user_16,2025-10-12,Utilities,29127.92
user_16,2025-08-26,Groceries,1110.7
user_16,2025-06-27,Rent,32397.67
user_16,2025-09-15,Investment,20184.51
user_16,2025-09-17,Utilities,48720.21
user_16,2025-08-17,Rent,26167.58
user_16,2025-08-21,Dining,43862.31
user_16,2025-05-10,Groceries,41572.6
user_16,2025-07-14,EMI,34745.92
user_16,2025-06-21,Healthcare,48400.33
user_16,2025-05-10,Investment,29510.95
user_16,2025-08-20,Investment,37746.88
user_16,2025-05-08,Rent,5909.07
user_16,2025-09-06,Utilities,38946.21
user_16,2025-10-23,Fuel,40804.29
user_16,2025-10-07,EMI,37562.14
user_16,2025-06-29,Investment,35100.95
user_16,2025-10-24,Salary Credit,49357.76
user_16,2025-10-16,Insurance,578.14
user_16,2025-08-17,Rent,38800.31
user_16,2025-09-04,Investment,26485.62
user_16,2025-09-25,EMI,36785.59
user_17,2025-05-28,Groceries,19045.24
user_17,2025-09-06,Groceries,10302.02
user_17,2025-08-04,Groceries,25379.38
user_17,2025-06-21,Rent,22807.71
user_17,2025-08-20,Dining,9689.08
user_17,2025-10-24,Salary Credit,37620.83
user_17,2025-10-08,Dining,13337.92
user_17,2025-10-22,Investment,22316.16
user_17,2025-08-05,Utilities,5905.17
user_17,2025-05-26,Groceries,4450.59
user_17,2025-11-03,Rent,19197.56
user_17,2025-10-14,EMI,3680.99
user_17,2025-09-11,Salary Credit,29489.5
user_17,2025-11-03,Insurance,24517.12
user_17,2025-09-09,Rent,970.58
user_17,2025-11-02,EMI,37714.04
user_17,2025-07-23,Salary Credit,33433.45
user_17,2025-05-22,Salary Credit,5293.67
user_17,2025-10-05,Healthcare,39693.43
user_17,2025-08-24,Investment,30347.75
user_17,2025-07-08,EMI,46640.35
user_17,2025-08-16,Insurance,37967.13
user_17,2025-09-08,Utilities,21757.95
user_17,2025-10-29,Fuel,34252.07
user_17,2025-10-03,Fuel,49972.53
user_18,2025-07-14,Fuel,33421.38
user_18,2025-07-31,Investment,30735.05
user_18,2025-05-19,Fuel,43717.33
user_18,2025-10-15,Rent,652.69
user_18,2025-09-28,Investment,36398.4
user_18,2025-08-12,Groceries,1771.18
user_18,2025-08-03,Rent,43515.76
user_18,2025-08-27,EMI,47577.57
user_18,2025-09-18,Dining,18737.28
user_18,2025-07-05,Utilities,34466.15
user_18,2025-10-27,Insurance,25988.24
user_18,2025-08-04,Dining,654.89
user_18,2025-05-28,Fuel,1323.2
user_18,2025-10-31,Fuel,43735.01
user_18,2025-09-27,Fuel,34057.51
user_18,2025-07-17,Dining,30534.77
user_18,2025-09-08,Investment,37090.63
user_18,2025-06-12,Rent,17742.53
user_18,2025-08-04,Insurance,49350.14
user_18,2025-06-03,Rent,36846.75
user_18,2025-06-08,EMI,30555.1
user_18,2025-09-09,Groceries,43558.01
user_18,2025-09-20,Utilities,39350.67
user_18,2025-07-26,Healthcare,2071.41
user_18,2025-05-15,Insurance,39942.63
user_18,2025-08-11,EMI,41701.53
user_18,2025-07-09,Healthcare,49367.37
user_19,2025-07-11,Groceries,44872.22
user_19,2025-08-07,Rent,24367.34
user_19,2025-08-06,Healthcare,12424.63
user_19,2025-07-13,Dining,8936.43
user_19,2025-10-15,Rent,5720.75
user_19,2025-08-25,Salary Credit,8431.65
user_19,2025-08-10,Fuel,45181.1
user_19,2025-10-08,EMI,11408.61
user_19,2025-10-31,EMI,33463.67
user_19,2025-06-30,Rent,33441.08
user_19,2025-10-12,Healthcare,31860.64
user_19,2025-06-08,Insurance,4976.87
user_19,2025-10-28,Fuel,43661.06
user_19,2025-06-08,Utilities,38433.7
user_19,2025-11-01,Utilities,3701.02
user_19,2025-09-22,Fuel,19162.01
user_19,2025-07-22,Investment,32869.02
user_19,2025-07-22,Healthcare,48329.28
user_19,2025-05-31,Investment,40518.15
user_19,2025-05-08,Dining,13325.15
user_19,2025-06-01,EMI,4840.18
user_19,2025-09-22,Rent,17341.77
user_19,2025-08-06,Utilities,46891.93
user_19,2025-05-13,Rent,28855.53
user_19,2025-09-21,Groceries,42739.85
user_19,2025-08-25,Investment,29057.38
user_19,2025-07-11,Salary Credit,15884.55
user_19,2025-09-30,Utilities,27012.35
user_19,2025-07-28,Investment,49002.55
user_19,2025-08-15,Fuel,38678.4
user_19,2025-08-07,Groceries,26227.69
user_19,2025-08-27,Utilities,29743.41
user_19,2025-07-13,Rent,20067.96
user_19,2025-06-07,Healthcare,42691.92
user_20,2025-07-30,Groceries,40899.32
user_20,2025-10-29,EMI,41942.22
user_20,2025-08-20,Insurance,34159.06
user_20,2025-06-07,Groceries,30272.54
user_20,2025-11-04,Groceries,37479.47
user_20,2025-06-30,Salary Credit,30144.58
user_20,2025-10-24,EMI,25367.71
user_20,2025-08-14,Rent,14035.9
user_20,2025-05-08,Utilities,24175.0
user_20,2025-07-02,Dining,25003.76
user_20,2025-06-25,Investment,3411.22
user_20,2025-06-29,Fuel,8058.76
user_20,2025-06-10,Dining,42479.46
user_20,2025-06-13,Dining,35170.17
user_20,2025-11-04,Salary Credit,46196.31
user_20,2025-09-13,Groceries,42910.55
user_20,2025-10-09,Investment,15305.54
user_20,2025-09-07,Groceries,49557.63
user_20,2025-11-02,Healthcare,19918.14
user_20,2025-06-13,Investment,34055.98
user_20,2025-10-23,Fuel,38006.85
user_20,2025-06-11,Investment,4055.25
user_20,2025-09-27,EMI,14477.02
user_20,2025-08-25,Dining,35204.88
user_20,2025-05-10,Healthcare,19991.74
user_20,2025-07-28,Groceries,16509.22
user_20,2025-09-29,Utilities,43359.84
user_20,2025-10-05,Salary Credit,42565.58
user_20,2025-06-24,EMI,23147.86
user_20,2025-10-03,Groceries,29069.29
user_21,2025-06-02,Insurance,14908.54
user_21,2025-08-10,Groceries,10883.43
user_21,2025-07-17,Dining,36898.29
user_21,2025-08-03,Salary Credit,18430.18
user_21,2025-10-16,Utilities,5546.42
user_21,2025-08-08,Groceries,19139.51
user_21,2025-06-04,Investment,34132.54
user_21,2025-07-07,Groceries,46336.27
user_21,2025-08-19,Rent,18101.4
user_21,2025-05-16,Insurance,9391.83
user_21,2025-11-03,Salary Credit,6308.67
user_21,2025-07-24,Healthcare,32679.84
user_21,2025-05-27,Utilities,21974.16
user_21,2025-06-25,Groceries,31535.14
user_21,2025-10-23,Investment,12627.55
user_21,2025-07-30,Rent,12422.34
user_21,2025-11-02,Insurance,15483.14
user_21,2025-06-02,Utilities,47750.49
user_21,2025-08-25,Investment,38904.57
user_21,2025-10-19,Rent,38997.68
user_21,2025-05-28,Investment,14123.19
user_21,2025-10-01,Insurance,18682.49
user_21,2025-06-06,Rent,6273.07
user_21,2025-05-25,Rent,24716.31
user_21,2025-09-24,Healthcare,11634.28
user_21,2025-09-29,Utilities,28862.6
user_21,2025-07-14,Utilities,24235.17
user_21,2025-08-24,Rent,39820.01
user_21,2025-11-04,Groceries,19506.01
user_21,2025-09-14,Investment,15268.99
user_21,2025-10-01,Groceries,5422.34
user_21,2025-09-24,Rent,35831.52
user_21,2025-06-20,Healthcare,9652.05
user_21,2025-06-10,Salary Credit,19992.93
user_22,2025-09-17,Healthcare,24683.88
user_22,2025-10-02,Healthcare,41938.63
user_22,2025-07-25,Healthcare,35830.58
user_22,2025-07-26,Rent,37798.66
user_22,2025-06-12,Dining,48301.21
user_22,2025-09-10,Rent,9442.88
user_22,2025-06-24,Utilities,34913.19
user_22,2025-07-04,Salary Credit,27958.73
user_22,2025-08-10,Fuel,6590.74
user_22,2025-06-08,Groceries,28966.51
user_22,2025-06-30,Groceries,4847.14
user_22,2025-05-30,EMI,42646.78
user_22,2025-08-22,Salary Credit,4688.21
user_22,2025-06-05,Rent,25554.34
user_22,2025-08-03,Fuel,48330.67
user_22,2025-09-25,Groceries,21441.04
user_22,2025-08-02,Salary Credit,12792.69
user_22,2025-08-15,Salary Credit,47337.62
user_22,2025-05-20,Healthcare,45278.67
user_22,2025-10-11,EMI,33128.3
user_22,2025-08-19,Insurance,7422.82
user_22,2025-06-16,Insurance,34907.52
user_22,2025-07-23,Healthcare,45583.77
user_22,2025-06-13,Fuel,30505.52
user_22,2025-09-18,Healthcare,10887.06
user_22,2025-10-15,Rent,33299.54
user_22,2025-10-15,Salary Credit,12236.47
user_22,2025-07-21,Dining,7512.53
user_22,2025-08-07,Dining,47892.43
user_22,2025-09-16,Utilities,27827.5
user_22,2025-06-06,Utilities,18273.73
user_22,2025-09-19,Groceries,36590.67
user_22,2025-08-08,Investment,4180.8
user_22,2025-05-28,EMI,13403.38
user_22,2025-07-04,Groceries,20302.94
user_22,2025-09-19,Rent,47264.65
